id,category_id,category,question
410,3,Program & Planning,Is there an app that allows me to view the official program for specific dates or events?
411,3,Program & Planning,Will there be any live updates on the program during the Olympics?
412,3,Program & Planning,Can you provide me with a list of all events by category and duration?
413,3,Program & Planning,Are there any programs available for specific categories of events?
414,3,Program & Planning,How can I get notified when there are changes to the original program?
415,3,Program & Planning,Is there an online calendar that shows the official program for each venue?
416,3,Program & Planning,Will there be any priority access to certain events through the program?
417,3,Program & Planning,Can you provide me with a summary of all events by start time?
418,3,Program & Planning,Are there any programs available for specific dates or events?
419,3,Program & Planning,How can I find out what's happening on a specific date and time through the official program?
420,3,Program & Planning,Is there an online tool that allows me to plan my day around specific categories of events?
421,3,Program & Planning,Will there be any special sections for side events or ceremonies in the program?
422,3,Program & Planning,Can you provide me with a printable version of the event schedule by duration?
423,3,Program & Planning,Are there any priority events that require earlier access through the official program?
424,3,Program & Planning,How can I get access to the official program for specific categories of events?
425,3,Program & Planning,What is the format for the opening and closing ceremonies?
426,3,Program & Planning,Will there be any special ceremonies during the Olympics?
427,3,Program & Planning,Can you provide me with a summary of all ceremonies by date and time?
428,3,Program & Planning,Are there any priority access requirements for the ceremonies?
429,3,Program & Planning,How can I find out what's happening on a specific date through the ceremonies program?
430,3,Program & Planning,Is there an online calendar that shows the ceremony schedule?
431,3,Program & Planning,Will there be any live updates on the ceremony program during the Olympics?
432,3,Program & Planning,Can you provide me with a printable version of the ceremony schedule by date and time?
433,3,Program & Planning,Are there any programs available for specific dates or events within the ceremonies?
434,3,Program & Planning,How can I get access to the official ceremony program?
435,3,Program & Planning,Is there an app that allows me to view the ceremony schedule for each venue?
436,3,Program & Planning,Will there be any priority access requirements for certain events within the ceremonies?
437,3,Program & Planning,Can you provide me with a list of all ceremonies by start time and duration?
438,3,Program & Planning,Are there any programs available for specific categories of events within the ceremonies?
439,3,Program & Planning,How can I find out what's happening on a specific date through the ceremony program?
440,3,Program & Planning,Is there an online tool that allows me to plan my day around specific events within the ceremonies?
441,3,Program & Planning,Will there be any special sections for side events or ceremonies within the official program?
442,3,Program & Planning,Can you provide me with a printable version of the ceremony schedule by duration?
443,3,Program & Planning,Are there any priority access requirements for certain events through the official ceremony program?
444,3,Program & Planning,How can I get notified when there are changes to the original ceremony program?
445,3,Program & Planning,Is there an online calendar that shows the official ceremony schedule for each venue?
446,3,Program & Planning,Will there be any live updates on the ceremony program during the Olympics?
447,3,Program & Planning,Can you provide me with a list of all ceremonies by category and duration?
448,3,Program & Planning,Are there any programs available for specific categories of events within the ceremonies?
449,3,Program & Planning,How can I find out what's happening on a specific date through the official ceremony program?
450,3,Program & Planning,Is there an online tool that allows me to plan my day around specific categories of events within the ceremonies?
451,3,Program & Planning,Will there be any priority access requirements for certain events through the ceremony program?
452,3,Program & Planning,Can you provide me with a printable version of the ceremony schedule by start time?
453,3,Program & Planning,Are there any programs available for specific dates or events within the ceremonies?
454,3,Program & Planning,How can I get access to the official ceremony program for each venue?
455,3,Program & Planning,Is there an app that allows me to view the ceremony schedule and program for specific categories of events?
456,3,Program & Planning,Will there be any special sections for side events or ceremonies within the ceremony program?
457,3,Program & Planning,"Can you provide me with a list of all ceremonies by date and time, duration, and category?"
458,3,Program & Planning,Are there any programs available for specific dates or events within the ceremonies?
459,3,Program & Planning,How can I find out what's happening on a specific date through the official ceremony program?
460,3,Program & Planning,Is there an online tool that allows me to plan my day around specific events within the ceremonies?
461,3,Program & Planning,Will there be any priority access requirements for certain events through the ceremony program?
462,3,Program & Planning,Can you provide me with a printable version of the ceremony schedule by duration?
463,3,Program & Planning,Are there any programs available for specific categories of events within the ceremonies?
464,3,Program & Planning,How can I get notified when there are changes to the original ceremony program?
465,3,Program & Planning,Is there an online calendar that shows the official ceremony schedule and program for each venue?
466,3,Program & Planning,Will there be any live updates on the ceremony program during the Olympics?
467,3,Program & Planning,"Can you provide me with a list of all ceremonies by start time, duration, and category?"
468,3,Program & Planning,Are there any programs available for specific dates or events within the ceremonies?
469,3,Program & Planning,How can I find out what's happening on a specific date through the official ceremony program?
470,3,Program & Planning,Is there an online tool that allows me to plan my day around specific categories of events within the ceremonies?
471,3,Program & Planning,Will there be any priority access requirements for certain events through the ceremony program?
472,3,Program & Planning,Can you provide me with a printable version of the ceremony schedule by start time?
473,3,Program & Planning,Are there any programs available for specific dates or events within the ceremonies?
474,3,Program & Planning,How can I get access to the official ceremony program for each venue?
475,3,Program & Planning,What are the side events and activities offered during the Olympics?
476,3,Program & Planning,Will there be any special sections in the official program for side events?
477,3,Program & Planning,Can you provide me with a summary of all side events by date and time?
478,3,Program & Planning,Are there any priority access requirements for certain side events?
479,3,Program & Planning,How can I find out what's happening on a specific date through the side event schedule?
480,3,Program & Planning,Is there an online calendar that shows the side event program for each venue?
481,3,Program & Planning,Will there be any live updates on the side event program during the Olympics?
482,3,Program & Planning,Can you provide me with a printable version of the side event schedule by date and time?
483,3,Program & Planning,Are there any programs available for specific dates or events within the side events?
484,3,Program & Planning,How can I get access to the official side event program?
485,3,Program & Planning,Is there an app that allows me to view the side event schedule and program for each venue?
486,3,Program & Planning,Will there be any priority access requirements for certain side events through the official program?
487,3,Program & Planning,Can you provide me with a list of all side events by start time and duration?
488,3,Program & Planning,Are there any programs available for specific categories of events within the side events?
489,3,Program & Planning,How can I find out what's happening on a specific date through the side event schedule?
490,3,Program & Planning,Is there an online tool that allows me to plan my day around specific events within the side events?
491,3,Program & Planning,Will there be any special sections for ceremonies or side events within the official program?
492,3,Program & Planning,Can you provide me with a printable version of the side event schedule by duration?
493,3,Program & Planning,Are there any priority access requirements for certain side events through the official side event program?
494,3,Program & Planning,How can I get notified when there are changes to the original side event program?
495,3,Program & Planning,Is there an online calendar that shows the official side event program for each venue?
496,3,Program & Planning,Will there be any live updates on the side event program during the Olympics?
497,3,Program & Planning,Can you provide me with a list of all side events by category and duration?
498,3,Program & Planning,Are there any programs available for specific categories of events within the side events?
499,3,Program & Planning,How can I find out what's happening on a specific date through the official side event program?
500,3,Program & Planning,Is there an online tool that allows me to plan my day around specific events within the side events?
501,3,Program & Planning,Will there be any priority access requirements for certain side events through the side event program?
502,3,Program & Planning,Can you provide me with a printable version of the side event schedule by start time?
503,3,Program & Planning,Are there any programs available for specific dates or events within the side events?
504,3,Program & Planning,How can I get access to the official side event program for each venue?
505,3,Program & Planning,Is there an app that allows me to view the side event schedule and program for specific categories of events?
506,3,Program & Planning,Will there be any special sections for ceremonies or side events within the side event program?
507,3,Program & Planning,"Can you provide me with a list of all side events by date and time, duration, and category?"
508,3,Program & Planning,Are there any programs available for specific dates or events within the side events?
509,3,Program & Planning,How can I find out what's happening on a specific date through the official side event program?
510,3,Program & Planning,Is there an online tool that allows me to plan my day around specific events within the side events?
511,3,Program & Planning,Will there be any priority access requirements for certain side events through the side event program?
512,3,Program & Planning,Can you provide me with a printable version of the side event schedule by duration?
513,3,Program & Planning,Are there any programs available for specific categories of events within the side events?
514,3,Program & Planning,How can I get notified when there are changes to the original side event program?
515,3,Program & Planning,Is there an online calendar that shows the official side event program for each venue?
516,3,Program & Planning,Will there be any live updates on the side event program during the Olympics?
517,3,Program & Planning,"Can you provide me with a list of all side events by start time, duration, and category?"
518,3,Program & Planning,Are there any programs available for specific dates or events within the side events?
519,3,Program & Planning,How can I find out what's happening on a specific date through the official side event program?
520,3,Program & Planning,Is there an online tool that allows me to plan my day around specific events within the side events?
521,3,Program & Planning,Will there be any priority access requirements for certain side events through the side event program?
522,3,Program & Planning,Can you provide me with a printable version of the side event schedule by start time?
523,3,Program & Planning,Are there any programs available for specific dates or events within the side events?
524,3,Program & Planning,How can I get access to the official side event program for each venue?
525,4,Services & Amenities,Is there wifi available near the stadium?
526,4,Services & Amenities,Can I store my luggage at the information desk?
527,4,Services & Amenities,Where can I find a medical center if I get injured?
528,4,Services & Amenities,How do I contact lost and found if I lose something?
529,4,Services & Amenities,Are there any help points for spectators?
530,4,Services & Amenities,Can I access medical services without an ID?
531,4,Services & Amenities,Is internet connectivity available throughout the site?
532,4,Services & Amenities,What are the service hours for storage facilities?
533,4,Services & Amenities,Where can I find a service location for assistance?
534,4,Services & Amenities,Can I get help with finding my lost belongings?
535,4,Services & Amenities,Are there any lockers available for rent?
536,4,Services & Amenities,How do I report an incident to security services?
537,4,Services & Amenities,Is there a 24/7 information point for emergencies?
538,4,Services & Amenities,Can I access storage facilities without pre-booking?
539,4,Services & Amenities,Where can I find a list of service locations and their hours?
540,4,Services & Amenities,Are there any free medical services available on site?
541,4,Services & Amenities,How do I get help with finding my way around the site?
542,4,Services & Amenities,Is internet connectivity available in all areas of the site?
543,4,Services & Amenities,Can I store my bike at a secure facility?
544,4,Services & Amenities,Where can I find information about lost and found procedures?
545,4,Services & Amenities,Are there any restrictions on accessing storage facilities?
546,4,Services & Amenities,Can I get assistance from medical services if I have a disability?
547,4,Services & Amenities,How do I contact service staff for help with a problem?
548,4,Services & Amenities,Is there a designated area for service staff to take breaks?
549,4,Services & Amenities,Where can I find information about service hours and locations?
550,4,Services & Amenities,Are there any specific rules for accessing lockers?
551,4,Services & Amenities,Can I get assistance from information points if I speak a different language?
552,4,Services & Amenities,How do I report a problem with internet connectivity?
553,4,Services & Amenities,Is there a lost and found section for spectators to search through?
554,4,Services & Amenities,Where can I find information about service staff and their roles?
555,4,Services & Amenities,Are there any restrictions on accessing medical services?
556,4,Services & Amenities,Can I get help from service staff if I'm having trouble finding my way around the site?
557,4,Services & Amenities,How do I contact service staff if I have a question or concern?
558,4,Services & Amenities,Is there a designated area for service staff to provide assistance?
559,4,Services & Amenities,Where can I find information about service hours and availability?
560,4,Services & Amenities,Are there any specific rules for accessing storage facilities?
561,4,Services & Amenities,Can I get assistance from medical services if I'm experiencing a medical emergency?
562,4,Services & Amenities,How do I report a problem with lost and found procedures?
563,4,Services & Amenities,Is there a designated area for service staff to handle customer complaints?
564,4,Services & Amenities,Where can I find information about service staff and their roles?
565,4,Services & Amenities,Are there any restrictions on accessing internet connectivity?
566,4,Services & Amenities,Can I get help from service staff if I'm experiencing technical difficulties with my device?
567,4,Services & Amenities,How do I contact service staff if I need assistance with a problem?
568,4,Services & Amenities,Is there a designated area for service staff to provide technical support?
569,4,Services & Amenities,Where can I find information about service hours and availability?
570,4,Services & Amenities,Are there any specific rules for accessing lockers?
571,4,Services & Amenities,Can I get assistance from medical services if I have a disability or require special care?
572,4,Services & Amenities,How do I report a problem with lost and found procedures?
573,4,Services & Amenities,Is there a designated area for service staff to handle customer complaints?
574,4,Services & Amenities,Where can I find information about service staff and their roles?
575,4,Services & Amenities,Where can I find the nearest wifi point?
576,4,Services & Amenities,What should I do if I lose my ticket?
577,4,Services & Amenities,How do I access medical services on site?
578,4,Services & Amenities,Is there a designated area for storing my luggage?
579,4,Services & Amenities,Can I get help from information points if I speak a different language?
580,4,Services & Amenities,What are the procedures for lost and found items?
581,4,Services & Amenities,Where can I find assistance with internet connectivity?
582,4,Services & Amenities,How do I contact service staff for help with a problem?
583,4,Services & Amenities,Is there a designated area for service staff to take breaks?
584,4,Services & Amenities,Can I get assistance from medical services if I have a disability?
585,4,Services & Amenities,What should I do if I lose something on the site?
586,4,Services & Amenities,Where can I find information about storage facilities and their hours?
587,4,Services & Amenities,How do I access lockers and storage facilities?
588,4,Services & Amenities,Is there a designated area for service staff to handle customer complaints?
589,4,Services & Amenities,Can I get help from information points if I have a question or concern?
590,4,Services & Amenities,What are the procedures for reporting lost and found items?
591,4,Services & Amenities,Where can I find assistance with medical services?
592,4,Services & Amenities,How do I contact service staff for help with finding my way around the site?
593,4,Services & Amenities,Is there a designated area for service staff to provide technical support?
594,4,Services & Amenities,Can I get assistance from medical services if I'm experiencing a medical emergency?
595,4,Services & Amenities,What should I do if I have a problem with internet connectivity?
596,4,Services & Amenities,Where can I find information about service hours and locations?
597,4,Services & Amenities,How do I access storage facilities without pre-booking?
598,4,Services & Amenities,Is there a designated area for service staff to handle customer complaints?
599,4,Services & Amenities,Can I get help from information points if I speak a different language?
600,4,Services & Amenities,What are the procedures for reporting lost and found items?
601,4,Services & Amenities,Where can I find assistance with medical services?
602,4,Services & Amenities,How do I contact service staff for help with finding my way around the site?
603,4,Services & Amenities,Is there a designated area for service staff to provide technical support?
604,4,Services & Amenities,Can I get assistance from medical services if I have a disability?
605,4,Services & Amenities,What should I do if I lose something on the site?
606,4,Services & Amenities,Where can I find information about storage facilities and their hours?
607,4,Services & Amenities,How do I access lockers and storage facilities?
608,4,Services & Amenities,Is there a designated area for service staff to handle customer complaints?
609,4,Services & Amenities,Can I get help from information points if I have a question or concern?
610,4,Services & Amenities,What are the procedures for reporting lost and found items?
611,4,Services & Amenities,Where can I find assistance with medical services?
612,4,Services & Amenities,How do I contact service staff for help with finding my way around the site?
613,4,Services & Amenities,Is there a designated area for service staff to provide technical support?
614,4,Services & Amenities,Can I get assistance from medical services if I'm experiencing a medical emergency?
615,4,Services & Amenities,What should I do if I have a problem with internet connectivity?
616,4,Services & Amenities,Where can I find information about service hours and locations?
617,4,Services & Amenities,How do I access storage facilities without pre-booking?
618,4,Services & Amenities,Is there a designated area for service staff to handle customer complaints?
619,4,Services & Amenities,Can I get help from information points if I speak a different language?
620,4,Services & Amenities,What are the procedures for reporting lost and found items?
621,4,Services & Amenities,Where can I find assistance with medical services?
622,4,Services & Amenities,How do I contact service staff for help with finding my way around the site?
623,4,Services & Amenities,Is there a designated area for service staff to provide technical support?
624,4,Services & Amenities,Can I get assistance from medical services if I have a disability?
625,4,Services & Amenities,The information desk is located near the main entrance
626,4,Services & Amenities,"Medical services are available at the medical center, located on the first floor"
627,4,Services & Amenities,"Lost and found items can be accessed through the service point, located near the exit"
628,4,Services & Amenities,"Storage facilities are available for rent at the storage building, located behind the stadium"
629,4,Services & Amenities,"Help points are available throughout the site, with staff trained to assist spectators"
630,4,Services & Amenities,"The wifi network is available in all areas of the site, including the stadium and surrounding buildings"
631,4,Services & Amenities,"Service locations include the information desk, medical center, lost and found, and storage facilities"
632,4,Services & Amenities,"Amenity types include wifi network, storage facility, locker key, first aid, and service staff"
633,4,Services & Amenities,"Equipment references include bike racks, wheelchair rentals, and device charging stations"
634,4,Services & Amenities,Lost items can be reported to the lost and found team through the service point
635,4,Services & Amenities,"Service hours vary by location, with some services available 24/7"
636,4,Services & Amenities,The main entrance is located near the information desk
637,4,Services & Amenities,Medical services are staffed by trained medical professionals
638,4,Services & Amenities,Storage facilities have designated areas for storing luggage and equipment
639,4,Services & Amenities,Help points are equipped with phones and tablets to assist spectators
640,4,Services & Amenities,"The wifi network has a high-speed connection, suitable for streaming video content"
641,4,Services & Amenities,"Service locations include the service point, lost and found, storage facilities, and bike racks"
642,4,Services & Amenities,"Amenity types include device charging stations, wheelchair rentals, and bike racks"
643,4,Services & Amenities,"Equipment references include first aid kits, medical equipment, and staff uniforms"
644,4,Services & Amenities,Lost items can be reported to the lost and found team through the service point
645,4,Services & Amenities,"Service hours vary by location, with some services available 24/7"
646,4,Services & Amenities,The main entrance is located near the information desk
647,4,Services & Amenities,Medical services are staffed by trained medical professionals
648,4,Services & Amenities,Storage facilities have designated areas for storing luggage and equipment
649,4,Services & Amenities,Help points are equipped with phones and tablets to assist spectators
650,4,Services & Amenities,"The wifi network has a high-speed connection, suitable for streaming video content"
651,4,Services & Amenities,"Service locations include the service point, lost and found, storage facilities, and bike racks"
652,4,Services & Amenities,"Amenity types include device charging stations, wheelchair rentals, and bike racks"
653,4,Services & Amenities,"Equipment references include first aid kits, medical equipment, and staff uniforms"
654,4,Services & Amenities,Lost items can be reported to the lost and found team through the service point
655,4,Services & Amenities,"Service hours vary by location, with some services available 24/7"
656,4,Services & Amenities,The main entrance is located near the information desk
657,4,Services & Amenities,Medical services are staffed by trained medical professionals
658,4,Services & Amenities,Storage facilities have designated areas for storing luggage and equipment
659,4,Services & Amenities,Help points are equipped with phones and tablets to assist spectators
660,4,Services & Amenities,"The wifi network has a high-speed connection, suitable for streaming video content"
661,4,Services & Amenities,"Service locations include the service point, lost and found, storage facilities, and bike racks"
662,4,Services & Amenities,"Amenity types include device charging stations, wheelchair rentals, and bike racks"
663,4,Services & Amenities,"Equipment references include first aid kits, medical equipment, and staff uniforms"
664,4,Services & Amenities,Lost items can be reported to the lost and found team through the service point
665,4,Services & Amenities,"Service hours vary by location, with some services available 24/7"
666,4,Services & Amenities,The main entrance is located near the information desk
667,4,Services & Amenities,Medical services are staffed by trained medical professionals
668,4,Services & Amenities,Storage facilities have designated areas for storing luggage and equipment
669,4,Services & Amenities,Help points are equipped with phones and tablets to assist spectators
670,4,Services & Amenities,"The wifi network has a high-speed connection, suitable for streaming video content"
671,4,Services & Amenities,"Service locations include the service point, lost and found, storage facilities, and bike racks"
672,4,Services & Amenities,"Amenity types include device charging stations, wheelchair rentals, and bike racks"
673,4,Services & Amenities,"Equipment references include first aid kits, medical equipment, and staff uniforms"
674,4,Services & Amenities,Lost items can be reported to the lost and found team through the service point
675,5,Security & Emergencies,What is the security policy at the Olympic games?
676,5,Security & Emergencies,How can I report a safety concern?
677,5,Security & Emergencies,Are there any specific areas that are off-limits to spectators?
678,5,Security & Emergencies,Can I bring my phone charger to the venue?
679,5,Security & Emergencies,Is it allowed to take photos with a drone?
680,5,Security & Emergencies,What are the consequences of not following security rules?
681,5,Security & Emergencies,Can I leave the venue and re-enter later?
682,5,Security & Emergencies,How do I know if an area is secure or not?
683,5,Security & Emergencies,Are there any restrictions on carrying liquids or gels?
684,5,Security & Emergencies,Can I bring my own food and drinks to the venue?
685,5,Security & Emergencies,Is there a lost and found service for misplaced items?
686,5,Security & Emergencies,What should I do in case of a power outage?
687,5,Security & Emergencies,Are there any specific rules for spectators with disabilities?
688,5,Security & Emergencies,Can I bring a portable speaker to the venue?
689,5,Security & Emergencies,How can I get help if I'm feeling unwell or injured?
690,5,Security & Emergencies,Are there any areas that are restricted due to construction?
691,5,Security & Emergencies,What is the procedure for reporting a lost child?
692,5,Security & Emergencies,Can I bring my pet to the venue?
693,5,Security & Emergencies,Is it allowed to use a selfie stick in the venue?
694,5,Security & Emergencies,How can I get assistance if I'm having trouble navigating the area?
695,5,Security & Emergencies,Are there any specific rules for spectators with medical conditions?
696,5,Security & Emergencies,What is the procedure for getting help during an emergency?
697,5,Security & Emergencies,Can I bring my own chair or mobility aid to the venue?
698,5,Security & Emergencies,Is it allowed to use a wheelchair or mobility scooter in the venue?
699,5,Security & Emergencies,How can I get assistance if I'm having trouble finding my seat?
700,5,Security & Emergencies,Are there any areas that are restricted due to inclement weather?
701,5,Security & Emergencies,What is the procedure for reporting a medical concern?
702,5,Security & Emergencies,Can I bring my own food and drinks for my child?
703,5,Security & Emergencies,Is it allowed to take photos or videos in certain areas of the venue?
704,5,Security & Emergencies,How can I get help if I'm feeling anxious or stressed?
705,5,Security & Emergencies,Are there any specific rules for spectators with hearing impairments?
706,5,Security & Emergencies,What is the procedure for getting help during an evacuation?
707,5,Security & Emergencies,Can I bring my own chair or mobility aid to the venue's seating areas?
708,5,Security & Emergencies,Is it allowed to use a wheelchair or mobility scooter in the venue's seating areas?
709,5,Security & Emergencies,How can I get assistance if I'm having trouble finding my way around the venue?
710,5,Security & Emergencies,Are there any areas that are restricted due to safety concerns?
711,5,Security & Emergencies,What is the procedure for reporting a lost item?
712,5,Security & Emergencies,Can I bring my own food and drinks to the venue's cafes or restaurants?
713,5,Security & Emergencies,Is it allowed to take photos or videos in certain areas of the venue's seating areas?
714,5,Security & Emergencies,How can I get help if I'm feeling unwell or injured?
715,5,Security & Emergencies,Are there any specific rules for spectators with visual impairments?
716,5,Security & Emergencies,What is the procedure for getting help during an emergency?
717,5,Security & Emergencies,Can I bring my own chair or mobility aid to the venue's standing areas?
718,5,Security & Emergencies,Is it allowed to use a wheelchair or mobility scooter in the venue's standing areas?
719,5,Security & Emergencies,How can I get assistance if I'm having trouble finding my seat?
720,5,Security & Emergencies,Are there any areas that are restricted due to inclement weather?
721,5,Security & Emergencies,What is the procedure for reporting a medical concern?
722,5,Security & Emergencies,Can I bring my own food and drinks for my child?
723,5,Security & Emergencies,Is it allowed to take photos or videos in certain areas of the venue's standing areas?
724,5,Security & Emergencies,How can I get help if I'm feeling anxious or stressed?
725,5,Security & Emergencies,What are the security measures taken at the Olympic games?
726,5,Security & Emergencies,Can I bring any prohibited items into the venue?
727,5,Security & Emergencies,Where is the nearest emergency exit located?
728,5,Security & Emergencies,Who do I contact in case of an emergency?
729,5,Security & Emergencies,Is it permitted to take photos with a camera or phone?
730,5,Security & Emergencies,How do I know if an area is secure or not?
731,5,Security & Emergencies,What should I do if I witness any suspicious behavior?
732,5,Security & Emergencies,Can I bring my own food and drinks into the venue?
733,5,Security & Emergencies,Where are the security checkpoints located?
734,5,Security & Emergencies,Is there a lost and found service for misplaced items?
735,5,Security & Emergencies,What are the consequences of not following security rules?
736,5,Security & Emergencies,How can I get assistance during an evacuation?
737,5,Security & Emergencies,Are there any restrictions on carrying liquids or gels?
738,5,Security & Emergencies,Can I bring my own chair or mobility aid to the venue?
739,5,Security & Emergencies,Who do I contact if I have a medical concern?
740,5,Security & Emergencies,Where is the nearest first aid point located?
741,5,Security & Emergencies,What are the security protocols for spectators with disabilities?
742,5,Security & Emergencies,Is it allowed to take photos or videos in certain areas of the venue?
743,5,Security & Emergencies,Can I bring my pet to the venue?
744,5,Security & Emergencies,How can I get help if I'm feeling unwell or injured?
745,5,Security & Emergencies,Are there any specific rules for spectators with medical conditions?
746,5,Security & Emergencies,What is the procedure for reporting a lost child?
747,5,Security & Emergencies,Where are the security cameras located?
748,5,Security & Emergencies,Is it allowed to use a selfie stick in the venue?
749,5,Security & Emergencies,Who do I contact in case of an emergency?
750,5,Security & Emergencies,How can I get assistance if I'm having trouble navigating the area?
751,5,Security & Emergencies,Are there any areas that are restricted due to construction?
752,5,Security & Emergencies,What is the procedure for getting help during an emergency?
753,5,Security & Emergencies,Can I bring my own food and drinks to the venue's cafes or restaurants?
754,5,Security & Emergencies,Where are the security checkpoints located?
755,5,Security & Emergencies,Who do I contact if I have a medical concern?
756,5,Security & Emergencies,Is it allowed to take photos or videos in certain areas of the venue's standing areas?
757,5,Security & Emergencies,What is the procedure for reporting a lost item?
758,5,Security & Emergencies,Can I bring my own chair or mobility aid to the venue's seating areas?
759,5,Security & Emergencies,How can I get help if I'm feeling anxious or stressed?
760,5,Security & Emergencies,Are there any specific rules for spectators with hearing impairments?
761,5,Security & Emergencies,Where are the security cameras located?
762,5,Security & Emergencies,What is the procedure for getting help during an evacuation?
763,5,Security & Emergencies,Can I bring my own food and drinks to the venue's standing areas?
764,5,Security & Emergencies,Who do I contact in case of an emergency?
765,5,Security & Emergencies,Is it allowed to use a wheelchair or mobility scooter in the venue?
766,5,Security & Emergencies,Where are the security checkpoints located?
767,5,Security & Emergencies,What is the procedure for reporting a lost child?
768,5,Security & Emergencies,Can I bring my own chair or mobility aid to the venue's seating areas?
769,5,Security & Emergencies,How can I get help if I'm having trouble finding my way around the venue?
770,5,Security & Emergencies,Are there any areas that are restricted due to safety concerns?
771,5,Security & Emergencies,Where are the security cameras located?
772,5,Security & Emergencies,What is the procedure for reporting a medical concern?
773,5,Security & Emergencies,Can I bring my own food and drinks to the venue's cafes or restaurants?
774,5,Security & Emergencies,Who do I contact in case of an emergency?
775,5,Security & Emergencies,What is the phone number for the Olympic games' emergency services?
776,5,Security & Emergencies,Where are the metal detectors located at the venue?
777,5,Security & Emergencies,Are there any specific areas that are restricted due to security concerns?
778,5,Security & Emergencies,Can I bring my own medical equipment or supplies into the venue?
779,5,Security & Emergencies,What are the consequences of not following security protocols?
780,5,Security & Emergencies,How can I identify a security checkpoint or emergency exit?
781,5,Security & Emergencies,Are there any restrictions on carrying medications or medical devices?
782,5,Security & Emergencies,Where are the security cameras located at the venue?
783,5,Security & Emergencies,Can I bring my own wheelchair or mobility scooter into the venue?
784,5,Security & Emergencies,What is the procedure for reporting a lost item?
785,5,Security & Emergencies,How can I get assistance if I'm feeling unwell or injured?
786,5,Security & Emergencies,Are there any specific rules for spectators with disabilities in the venue?
787,5,Security & Emergencies,Where are the emergency exits located at the venue?
788,5,Security & Emergencies,Can I bring my own chair or mobility aid to the venue's standing areas?
789,5,Security & Emergencies,What is the phone number for the Olympic games' lost and found service?
790,5,Security & Emergencies,How can I identify a security checkpoint or emergency exit?
791,5,Security & Emergencies,Are there any restrictions on carrying food or drinks into the venue?
792,5,Security & Emergencies,Where are the security cameras located at the venue?
793,5,Security & Emergencies,Can I bring my own wheelchair or mobility scooter into the venue?
794,5,Security & Emergencies,What is the procedure for reporting a medical concern?
795,5,Security & Emergencies,How can I get assistance during an evacuation?
796,5,Security & Emergencies,Are there any specific rules for spectators with hearing impairments in the venue?
797,5,Security & Emergencies,Where are the emergency exits located at the venue?
798,5,Security & Emergencies,Can I bring my own chair or mobility aid to the venue's seating areas?
799,5,Security & Emergencies,What is the phone number for the Olympic games' security services?
800,5,Security & Emergencies,How can I identify a security checkpoint or emergency exit?
801,5,Security & Emergencies,Are there any restrictions on carrying medications or medical devices?
802,5,Security & Emergencies,Where are the security cameras located at the venue?
803,5,Security & Emergencies,Can I bring my own wheelchair or mobility scooter into the venue?
804,5,Security & Emergencies,What is the procedure for reporting a lost item?
805,5,Security & Emergencies,How can I get assistance if I'm feeling anxious or stressed?
806,5,Security & Emergencies,Are there any specific rules for spectators with visual impairments in the venue?
807,5,Security & Emergencies,Where are the emergency exits located at the venue?
808,5,Security & Emergencies,Can I bring my own chair or mobility aid to the venue's standing areas?
809,5,Security & Emergencies,What is the phone number for the Olympic games' lost and found service?
810,5,Security & Emergencies,How can I identify a security checkpoint or emergency exit?
811,5,Security & Emergencies,Are there any restrictions on carrying food or drinks into the venue?
812,5,Security & Emergencies,Where are the security cameras located at the venue?
813,5,Security & Emergencies,Can I bring my own wheelchair or mobility scooter into the venue?
814,5,Security & Emergencies,What is the procedure for reporting a medical concern?
815,5,Security & Emergencies,How can I get assistance during an evacuation?
816,5,Security & Emergencies,Are there any specific rules for spectators with hearing impairments in the venue?
817,5,Security & Emergencies,Where are the emergency exits located at the venue?
818,5,Security & Emergencies,Can I bring my own chair or mobility aid to the venue's seating areas?
819,5,Security & Emergencies,What is the phone number for the Olympic games' security services?
820,5,Security & Emergencies,How can I identify a security checkpoint or emergency exit?
821,5,Security & Emergencies,Are there any restrictions on carrying medications or medical devices?
822,5,Security & Emergencies,Where are the security cameras located at the venue?
823,5,Security & Emergencies,Can I bring my own wheelchair or mobility scooter into the venue?
824,5,Security & Emergencies,What is the procedure for reporting a lost item?
825,6,Rules & Sport,What are the rules for spectators in the Olympic area?
826,6,Rules & Sport,How do you get a penalty in the competition?
827,6,Rules & Sport,What is the difference between a warning and a penalty?
828,6,Rules & Sport,Can you appeal a referee's decision?
829,6,Rules & Sport,What happens if there is a tie in the final score?
830,6,Rules & Sport,Are there any specific rules for athletes with disabilities?
831,6,Rules & Sport,Can spectators participate in the Olympic events?
832,6,Rules & Sport,How do athletes get disqualified from the competition?
833,6,Rules & Sport,What are the consequences of breaking the rules?
834,6,Rules & Sport,Is there an official rulebook for the Olympic games?
835,6,Rules & Sport,What is the process for filing a complaint about a rule infraction?
836,6,Rules & Sport,Are there any age restrictions for participating in the Olympic events?
837,6,Rules & Sport,Can spectators ask athletes questions during the competition?
838,6,Rules & Sport,How do you report a rule violation during the game?
839,6,Rules & Sport,Is there a appeals committee to review disputed calls?
840,6,Rules & Sport,What are the rules for spectators in the Olympic area regarding photography and videography?
841,6,Rules & Sport,How do athletes get notified of their eligibility for the Olympics?
842,6,Rules & Sport,Can spectators purchase Olympic merchandise at the event?
843,6,Rules & Sport,Are there any specific rules for spectators with disabilities?
844,6,Rules & Sport,How do you request a rule clarification from the officials?
